Order_ID,Order_Date,Customer_ID,Restaurant_ID,Region,Delivery_Partner_ID,Order_Value,Delivery_Fee,Discount_Applied,Final_Amount,Payment_Mode,Order_Status,Delivery_Time_Minutes,Order_Rating,Festival_Flag
O720304,27-09-2023,C04773,R308,Metropolitan,D0510,555,35,0,590,Cash,Delivered,36,4,0
O720316,09-11-2024,C01981,R189,Semi-Urban,D0634,466,30,0,496,Wallet,Delivered,36,4,1
O720318,27-05-2025,C09564,R135,Urban,D1021,450,30,0,480,UPI,Cancelled,42,4,0
O720325,28-04-2025,C13893,R254,Metropolitan,D1001,574,30,20,584,Wallet,Returned,41,4,0
O720333,01-06-2024,C06422,R023,Metropolitan,D0718,633,30,0,663,Card,Delivered,35,5,0
O720351,18-10-2023,C09169,R344,Metropolitan,D0648,692,50,0,742,Wallet,Delivered,26,4,1
O720365,27-10-2025,C03717,R044,Metropolitan,D0691,705,35,0,740,UPI,Delivered,39,3,1
O720366,19-04-2025,C05331,R516,Semi-Urban,D0432,357,30,0,387,UPI,Delivered,26,3,0
O720367,17-12-2023,C17650,R359,Metropolitan,D0119,781,30,30,781,UPI,Delivered,39,4,1
O720376,29-03-2024,C02816,R303,Semi-Urban,D0634,503,40,0,543,UPI,Delivered,43,3,1
O720409,01-04-2025,C15951,R548,Urban,D0122,452,30,100,382,Card,Delivered,28,2,0
O720414,02-05-2024,C03850,R276,Urban,D0609,462,35,0,497,Card,Delivered,25,3,0
O720434,01-09-2023,C05338,R467,Semi-Urban,D0303,466,35,0,501,Card,Delivered,42,3,0
O720445,02-10-2023,C09320,R061,Semi-Urban,D0988,622,35,30,627,UPI,Delivered,36,5,1
O720450,08-12-2024,C12697,R498,Urban,D0572,772,35,0,807,UPI,Delivered,36,5,1
O720465,09-05-2024,C03475,R494,Semi-Urban,D0634,411,35,30,416,UPI,Delivered,31,4,0
O720473,19-09-2024,C02552,R257,Semi-Urban,D0462,482,30,30,482,UPI,Delivered,33,5,0
O720488,27-07-2023,C05626,R398,Semi-Urban,D0743,791,40,0,831,Card,Delivered,25,4,1
O720496,10-03-2024,C05559,R358,Semi-Urban,D0993,482,50,0,532,Card,Delivered,36,4,1
O720500,25-01-2023,C08835,R273,Urban,D0003,394,35,30,399,UPI,Delivered,35,4,0
O720501,30-01-2023,C20047,R441,Metropolitan,D0381,559,30,0,589,Cash,Delivered,40,4,0
O720508,17-11-2025,C00378,R117,Semi-Urban,D0937,314,30,150,194,UPI,Delivered,32,5,1
O720509,25-05-2023,C09494,R362,Metropolitan,D0072,365,30,0,395,UPI,Delivered,35,1,0
O720524,20-10-2023,C00567,R393,Metropolitan,D0730,780,35,0,815,UPI,Delivered,36,4,1
O720527,03-09-2025,C13998,R342,Urban,D0311,560,50,0,610,UPI,Delivered,43,4,0
O720530,23-05-2024,C01984,R228,Urban,D0087,718,40,0,758,UPI,Delivered,35,3,0
O720544,13-04-2025,C15576,R039,Metropolitan,D1041,521,30,0,551,UPI,Delivered,39,5,0
O720545,31-12-2023,C03016,R456,Urban,D1004,601,35,0,636,UPI,Cancelled,37,5,1
O720556,22-10-2023,C00174,R062,Urban,D0696,529,40,75,494,Card,Delivered,35,5,1
O720564,07-06-2023,C17028,R548,Urban,D0885,504,40,0,544,UPI,Delivered,35,5,0
O720580,12-02-2025,C02014,R398,Semi-Urban,D0442,606,35,0,641,Card,Delivered,37,5,0
O720587,28-10-2025,C03200,R498,Urban,D0665,479,30,0,509,UPI,Delivered,36,4,1
O720597,16-02-2024,C11150,R436,Urban,D0785,663,30,0,693,Cash,Delivered,30,4,0
O720599,18-10-2023,C01330,R041,Semi-Urban,D0219,774,50,75,749,Wallet,Delivered,26,4,1
O720602,22-08-2025,C19561,R182,Metropolitan,D0285,363,30,0,393,UPI,Delivered,34,4,1
O720612,21-05-2023,C12268,R285,Metropolitan,D0742,401,30,0,431,UPI,Delivered,35,4,0
O720628,20-05-2024,C00833,R523,Semi-Urban,D0203,521,30,50,501,Card,Cancelled,38,5,0
O720630,06-08-2025,C14918,R373,Metropolitan,D0162,588,30,0,618,Cash,Delivered,36,5,1
O720640,08-10-2024,C09048,R495,Metropolitan,D0393,315,35,0,350,Card,Delivered,39,4,1
O720645,11-12-2025,C18438,R137,Metropolitan,D1040,784,30,0,814,UPI,Delivered,38,4,1
O720674,03-01-2023,C04921,R303,Semi-Urban,D0925,822,30,0,852,UPI,Delivered,38,5,0
O720676,26-09-2023,C15620,R157,Metropolitan,D0708,499,30,0,529,UPI,Cancelled,25,4,0
O720684,27-09-2025,C01454,R492,Urban,D0489,442,40,0,482,Cash,Delivered,29,3,0
O720685,21-05-2023,C04835,R492,Urban,D0116,518,50,50,518,UPI,Delivered,35,5,0
O720699,22-08-2025,C06718,R051,Urban,D0545,589,40,150,479,Wallet,Delivered,34,4,1
O720701,16-09-2023,C04270,R316,Semi-Urban,D0009,850,30,100,780,UPI,Delivered,40,3,0
O720710,30-06-2023,C03193,R164,Semi-Urban,D1054,447,40,0,487,UPI,Delivered,31,3,0
O720714,16-10-2024,C05121,R263,Urban,D0572,843,30,0,873,Cash,Delivered,31,3,1
O720750,15-06-2023,C04652,R516,Semi-Urban,D1084,391,30,0,421,UPI,Delivered,37,4,0
O720754,23-05-2025,C02821,R523,Semi-Urban,D0634,308,30,0,338,Card,Delivered,41,4,0
O720761,13-11-2024,C05156,R398,Semi-Urban,D0492,576,40,0,616,Card,Cancelled,34,4,1
O720766,18-09-2024,C12245,R190,Metropolitan,D1038,518,30,0,548,Cash,Delivered,42,5,0
O720769,28-10-2023,C13065,R106,Urban,D0328,412,35,0,447,Card,Delivered,44,4,1
O720784,19-07-2025,C10134,R187,Urban,D0622,634,30,150,514,UPI,Delivered,41,5,1
O720791,07-01-2024,C00771,R426,Semi-Urban,D1010,629,50,0,679,Wallet,Delivered,36,1,0
O720821,30-10-2023,C00757,R391,Urban,D0499,506,50,0,556,Cash,Delivered,37,4,1
O720864,09-02-2025,C11333,R258,Metropolitan,D0092,458,30,0,488,UPI,Delivered,35,5,0
O720868,01-12-2023,C02552,R181,Semi-Urban,D0462,270,30,75,225,UPI,Delivered,36,5,1
O720883,10-11-2024,C05682,R064,Urban,D0094,472,30,75,427,UPI,Delivered,34,4,1
O720885,15-04-2023,C08456,R337,Urban,D0349,280,40,150,170,Card,Delivered,34,5,0
O720895,08-10-2025,C04752,R368,Urban,D0025,610,30,0,640,Card,Delivered,38,4,1
O720897,06-05-2023,C04178,R494,Semi-Urban,D0988,693,45,0,738,UPI,Delivered,50,4,0
O720918,19-08-2023,C18163,R473,Metropolitan,D0173,392,50,0,442,UPI,Delivered,30,1,1
O720925,05-09-2025,C02259,R440,Semi-Urban,D0716,477,30,0,507,Card,Delivered,25,4,0
O720944,13-08-2024,C13613,R383,Urban,D1044,237,35,0,272,UPI,Delivered,39,4,1
O720951,29-11-2023,C05753,R008,Urban,D1057,550,40,0,590,UPI,Delivered,32,3,1
O720954,24-02-2024,C10038,R370,Metropolitan,D0836,343,40,0,383,UPI,Delivered,34,4,0
O720957,29-08-2023,C04468,R107,Semi-Urban,D0305,719,40,0,759,Wallet,Delivered,28,5,1
O720964,08-04-2023,C08146,R279,Metropolitan,D0853,483,40,0,523,Cash,Delivered,36,5,0
O720966,11-04-2025,C04939,R077,Urban,D0451,524,40,0,564,Wallet,Delivered,41,4,0
O720967,01-08-2025,C10628,R404,Metropolitan,D0539,678,50,30,698,UPI,Delivered,34,4,1
O720968,09-10-2024,C02478,R451,Semi-Urban,D1024,891,30,150,771,UPI,Delivered,39,5,1
O720972,17-10-2024,C02127,R151,Semi-Urban,D0376,465,35,0,500,UPI,Delivered,39,4,1
O720975,24-01-2024,C02501,R409,Semi-Urban,D0792,557,35,0,592,UPI,Delivered,40,4,0
O720994,05-04-2025,C01141,R502,Semi-Urban,D0605,761,45,0,806,UPI,Delivered,48,4,0
O720999,07-10-2024,C03018,R363,Metropolitan,D0419,712,40,100,652,UPI,Delivered,28,5,1
O721001,30-09-2025,C01751,R148,Metropolitan,D0103,620,35,0,655,UPI,Cancelled,25,3,0
O721025,11-01-2025,C01522,R295,Metropolitan,D0539,395,30,0,425,Cash,Delivered,40,4,0
O721045,29-07-2025,C00317,R273,Urban,D0525,763,40,0,803,UPI,Delivered,27,2,1
O721053,27-09-2024,C18116,R209,Metropolitan,D0552,605,35,75,565,Wallet,Cancelled,32,4,0
O721101,24-10-2024,C05894,R179,Semi-Urban,D0573,579,35,0,614,Card,Delivered,35,5,1
O721110,16-06-2023,C17688,R308,Metropolitan,D0189,395,30,0,425,UPI,Delivered,41,3,0
O721121,30-08-2024,C10986,R082,Metropolitan,D0610,841,35,0,876,Cash,Delivered,31,5,1
O721125,09-10-2023,C02452,R257,Semi-Urban,D0745,492,50,0,542,UPI,Delivered,36,5,1
O721137,16-04-2025,C02054,R372,Semi-Urban,D0305,438,35,20,453,UPI,Delivered,31,4,0
O721146,22-11-2024,C02920,R014,Urban,D0091,471,30,0,501,UPI,Delivered,37,4,1
O721148,12-11-2025,C05554,R266,Urban,D0871,909,35,20,924,UPI,Delivered,29,4,1
O721160,17-06-2023,C08154,R046,Metropolitan,D0556,626,40,30,636,Card,Delivered,36,5,0
O721162,13-04-2023,C10364,R414,Urban,D0047,719,30,0,749,UPI,Cancelled,43,4,0
O721168,03-05-2024,C09508,R435,Metropolitan,D0165,395,30,0,425,UPI,Delivered,31,5,0
O721170,02-12-2023,C03690,R410,Urban,D0500,498,40,0,538,Wallet,Delivered,35,5,1
O721189,07-10-2023,C03632,R061,Semi-Urban,D0039,864,35,150,749,UPI,Delivered,40,5,1
O721191,25-12-2023,C00565,R424,Urban,D0841,258,30,0,288,Card,Cancelled,32,4,1
O721198,31-01-2024,C14897,R435,Metropolitan,D0129,777,35,0,812,Wallet,Delivered,36,5,0
O721225,11-07-2024,C18320,R311,Metropolitan,D0217,699,40,0,739,Wallet,Delivered,36,4,1
O721240,14-05-2024,C01669,R286,Metropolitan,D0187,489,50,100,439,UPI,Delivered,35,4,0
O721241,12-03-2024,C01223,R443,Urban,D0229,331,40,0,371,Cash,Cancelled,37,3,1
O721243,10-08-2025,C03544,R468,Semi-Urban,D0293,474,30,75,429,Cash,Delivered,32,2,1
O721247,19-08-2024,C03859,R311,Metropolitan,D0028,449,30,0,479,UPI,Delivered,37,4,1
O721262,14-03-2025,C20817,R035,Metropolitan,D0554,529,50,20,559,UPI,Delivered,33,5,1
O721265,27-12-2024,C01832,R489,Metropolitan,D0119,610,40,0,650,UPI,Delivered,37,3,1
O721266,01-07-2024,C04701,R181,Semi-Urban,D0955,354,50,0,404,Cash,Delivered,26,3,1
O721289,21-10-2023,C01896,R546,Urban,D0632,516,35,0,551,Cash,Delivered,41,4,1
O721294,12-09-2024,C05910,R037,Metropolitan,D0031,351,35,150,236,UPI,Delivered,38,5,0
O721323,14-03-2025,C05331,R407,Semi-Urban,D0432,777,30,0,807,UPI,Delivered,38,2,1
O721331,18-03-2025,C03113,R068,Semi-Urban,D0868,668,30,0,698,Wallet,Delivered,32,2,1
O721339,30-08-2025,C18364,R149,Metropolitan,D0731,200,35,20,215,Card,Delivered,31,3,1
O721340,23-10-2023,C05015,R293,Semi-Urban,D0763,661,35,75,621,UPI,Delivered,40,2,1
O721343,12-01-2025,C03585,R378,Urban,D0324,374,35,0,409,UPI,Delivered,29,5,0
O721355,19-06-2023,C18439,R473,Metropolitan,D0953,432,30,150,312,UPI,Delivered,32,4,0
O721373,31-07-2024,C02069,R303,Semi-Urban,D0854,503,45,20,528,Card,Delivered,48,3,1
O721376,22-02-2024,C00441,R535,Urban,D0947,427,30,150,307,Card,Delivered,31,4,0
O721401,12-08-2023,C20963,R015,Metropolitan,D0505,593,35,0,628,Wallet,Delivered,33,4,1
O721422,19-06-2024,C11625,R036,Metropolitan,D0896,326,30,0,356,Card,Delivered,32,4,0
O721427,27-07-2023,C07612,R267,Urban,D0494,256,50,0,306,UPI,Delivered,29,4,1
O721439,14-07-2023,C16732,R212,Metropolitan,D0906,484,35,30,489,UPI,Delivered,31,4,1
O721451,07-05-2024,C10069,R116,Metropolitan,D0731,503,40,100,443,UPI,Delivered,34,5,0
O721461,06-08-2024,C19052,R482,Metropolitan,D0901,792,35,150,677,Cash,Delivered,33,5,1
O721470,02-08-2024,C20495,R386,Metropolitan,D0398,667,40,0,707,Wallet,Delivered,39,5,1
O721473,17-03-2024,C01217,R189,Semi-Urban,D0180,807,30,0,837,Wallet,Delivered,41,4,1
O721484,06-06-2023,C15410,R327,Metropolitan,D0843,488,30,150,368,Card,Delivered,32,4,0
O721496,21-01-2025,C00369,R508,Urban,D0083,413,50,75,388,UPI,Delivered,35,4,0
O721513,09-07-2024,C19274,R222,Metropolitan,D1063,753,40,0,793,UPI,Delivered,45,5,1
O721520,15-06-2023,C04884,R364,Metropolitan,D0784,437,30,0,467,UPI,Delivered,37,3,0
O721522,08-06-2024,C04111,R435,Metropolitan,D0536,258,35,0,293,Card,Delivered,36,3,0
O721550,02-01-2023,C12422,R084,Urban,D0120,359,35,0,394,UPI,Delivered,30,5,0
O721560,22-09-2024,C17655,R484,Metropolitan,D0677,601,50,30,621,UPI,Delivered,29,4,0
O721565,18-07-2025,C09826,R216,Metropolitan,D0377,638,30,150,518,Card,Delivered,25,3,1
O721576,19-05-2025,C11636,R160,Urban,D0933,449,30,150,329,UPI,Returned,35,4,0
O721579,07-04-2024,C00097,R154,Semi-Urban,D0492,521,50,0,571,Card,Delivered,32,4,0
O721584,20-04-2024,C03917,R234,Semi-Urban,D0854,573,35,0,608,Card,Cancelled,36,4,0
O721589,19-03-2023,C10791,R081,Urban,D0630,352,30,0,382,Card,Delivered,28,2,1
O721590,01-04-2024,C19538,R488,Metropolitan,D0115,402,30,20,412,Wallet,Delivered,36,4,0
O721595,30-07-2024,C00948,R531,Urban,D0274,288,40,0,328,Cash,Delivered,37,5,1
O721627,19-07-2025,C02127,R239,Semi-Urban,D0831,322,50,0,372,Cash,Delivered,36,4,1
O721665,31-07-2024,C01435,R494,Semi-Urban,D0605,652,30,30,652,Wallet,Delivered,28,4,1
O721669,01-05-2023,C06482,R523,Semi-Urban,D0854,568,35,30,573,UPI,Delivered,38,4,0
O721672,13-12-2023,C09477,R378,Urban,D0331,641,35,0,676,UPI,Cancelled,43,4,1
O721688,09-02-2023,C16003,R296,Metropolitan,D0002,465,30,0,495,UPI,Delivered,37,5,0
O721701,17-05-2025,C16003,R188,Metropolitan,D0688,676,35,75,636,Card,Delivered,28,4,0
O721703,08-09-2023,C01394,R533,Semi-Urban,D0614,464,35,0,499,UPI,Delivered,39,4,0
O721706,29-09-2024,C00665,R179,Semi-Urban,D1084,402,30,0,432,Card,Returned,27,3,0
O721707,28-04-2024,C02542,R104,Metropolitan,D1046,419,40,0,459,Card,Delivered,39,4,0
O721718,13-12-2023,C00896,R068,Semi-Urban,D0039,388,30,0,418,Cash,Delivered,43,5,1
O721720,20-04-2024,C10636,R060,Metropolitan,D0165,642,35,0,677,UPI,Delivered,37,2,0
O721724,19-10-2023,C02651,R303,Semi-Urban,D0880,413,35,0,448,Wallet,Delivered,37,2,1
O721742,31-08-2024,C01818,R522,Urban,D0722,652,40,0,692,Wallet,Delivered,30,3,1
O721744,27-03-2025,C15578,R168,Metropolitan,D0818,450,50,150,350,Cash,Delivered,26,5,1
O721754,28-08-2024,C14076,R331,Metropolitan,D0512,619,40,30,629,UPI,Delivered,37,5,1
O721755,09-09-2025,C01639,R409,Semi-Urban,D0988,345,30,75,300,Cash,Delivered,36,3,0
O721762,13-05-2023,C00108,R424,Urban,D1057,462,50,50,462,UPI,Delivered,41,5,0
O721764,03-07-2023,C12901,R547,Urban,D0081,930,35,0,965,Card,Cancelled,47,5,1
O721772,02-02-2024,C05973,R419,Metropolitan,D0540,597,50,0,647,UPI,Delivered,33,1,0
O721775,04-01-2024,C11789,R450,Metropolitan,D0055,517,30,0,547,UPI,Delivered,36,4,0
O721776,04-08-2024,C10250,R055,Urban,D0282,732,35,150,617,UPI,Delivered,30,4,1
O721784,19-01-2024,C19752,R379,Metropolitan,D0715,576,30,0,606,UPI,Cancelled,39,5,0
O721803,09-07-2025,C16633,R356,Urban,D1057,484,30,75,439,Card,Delivered,36,4,1
O721815,30-03-2024,C18309,R343,Metropolitan,D0528,608,30,0,638,Wallet,Delivered,39,3,1
O721837,23-03-2025,C03847,R289,Metropolitan,D0316,566,30,50,546,UPI,Delivered,38,3,1
O721838,24-05-2023,C00663,R235,Urban,D0087,378,30,0,408,Card,Delivered,41,5,0
O721839,07-01-2025,C15270,R049,Urban,D0269,464,35,0,499,Card,Delivered,42,2,0
O721857,22-05-2024,C15099,R099,Urban,D0809,617,30,0,647,Card,Delivered,34,4,0
O721870,27-11-2025,C01109,R016,Metropolitan,D1038,793,30,0,823,Card,Delivered,32,4,1
O721872,07-08-2023,C01400,R239,Semi-Urban,D0501,482,30,0,512,UPI,Delivered,42,5,1
O721876,16-05-2024,C06077,R239,Semi-Urban,D0573,412,30,0,442,Card,Delivered,41,4,0
O721887,29-01-2025,C06554,R496,Semi-Urban,D0743,425,55,50,430,UPI,Delivered,46,5,0
O721891,23-07-2024,C01435,R392,Semi-Urban,D0562,504,50,0,554,Wallet,Cancelled,33,4,1
O721907,17-04-2024,C07929,R042,Metropolitan,D0657,467,50,20,497,UPI,Delivered,36,4,0
O721912,25-01-2023,C08628,R433,Metropolitan,D0580,702,30,0,732,UPI,Delivered,25,5,0
O721920,04-01-2023,C17140,R456,Urban,D0997,355,35,0,390,Cash,Delivered,25,5,0
O721924,26-04-2023,C05146,R154,Semi-Urban,D1048,638,40,0,678,Wallet,Delivered,47,4,0
O721929,20-04-2025,C12210,R033,Urban,D0229,602,30,0,632,Wallet,Delivered,28,3,0
O721938,28-09-2023,C04945,R358,Semi-Urban,D0562,597,35,0,632,Wallet,Delivered,31,4,0
O721954,20-03-2024,C21021,R065,Metropolitan,D0828,395,35,0,430,UPI,Delivered,26,5,1
O721960,08-08-2024,C15990,R537,Urban,D0216,656,35,0,691,Card,Delivered,37,2,1
O721971,24-07-2025,C17603,R190,Metropolitan,D0585,515,50,50,515,Card,Delivered,28,4,1
O721974,19-03-2024,C05897,R409,Semi-Urban,D0880,307,35,0,342,UPI,Delivered,37,5,1
O721981,01-06-2025,C05156,R358,Semi-Urban,D0305,505,30,0,535,UPI,Delivered,44,4,0
O721986,13-09-2025,C03647,R068,Semi-Urban,D0792,504,40,0,544,UPI,Delivered,41,4,0
O721998,01-02-2024,C03789,R496,Semi-Urban,D0303,417,40,30,427,Cash,Delivered,33,4,0
O722011,13-08-2025,C17420,R478,Metropolitan,D0160,200,40,0,240,UPI,Delivered,40,4,1
O722013,22-07-2025,C13510,R157,Metropolitan,D0702,709,30,0,739,UPI,Delivered,31,5,1
O722028,16-11-2024,C17041,R513,Urban,D0215,613,30,0,643,UPI,Delivered,31,5,1
O722056,24-01-2025,C05191,R502,Semi-Urban,D0614,765,30,0,795,Card,Delivered,31,4,0
O722065,21-03-2025,C20042,R246,Metropolitan,D0860,651,35,0,686,Wallet,Delivered,44,5,1
O722079,04-04-2023,C03789,R164,Semi-Urban,D1048,413,35,0,448,UPI,Cancelled,41,5,0
O722085,27-06-2024,C02473,R033,Urban,D0509,770,30,0,800,UPI,Delivered,36,3,0
O722089,01-04-2023,C00071,R231,Urban,D0897,325,35,0,360,Card,Cancelled,38,5,0
O722098,10-06-2025,C03197,R339,Metropolitan,D0618,233,30,150,113,Wallet,Delivered,36,3,0
O722124,03-05-2023,C11280,R497,Metropolitan,D0473,715,50,150,615,UPI,Delivered,36,5,0
O722137,04-12-2025,C14191,R350,Urban,D1088,262,30,0,292,Card,Delivered,39,5,1
O722138,02-07-2023,C11334,R214,Metropolitan,D0304,460,35,0,495,UPI,Delivered,40,1,1
O722160,21-01-2025,C21736,R488,Metropolitan,D0797,200,50,0,250,UPI,Delivered,35,5,0
O722161,26-01-2023,C01316,R002,Semi-Urban,D0424,831,40,75,796,Card,Delivered,45,4,0
O722167,18-11-2024,C07162,R094,Urban,D0485,394,35,0,429,UPI,Delivered,36,4,1
O722185,15-03-2024,C20609,R428,Metropolitan,D0002,667,40,30,677,Card,Delivered,25,4,1
O722190,14-06-2024,C05989,R179,Semi-Urban,D0988,337,30,0,367,UPI,Cancelled,43,5,0
O722192,01-08-2024,C11628,R158,Urban,D0855,404,40,30,414,UPI,Delivered,39,4,1
O722218,21-05-2023,C15047,R032,Urban,D0063,435,30,75,390,UPI,Cancelled,34,2,0
O722224,24-03-2025,C06432,R007,Semi-Urban,D0256,785,35,0,820,Card,Delivered,39,4,1
O722232,27-09-2025,C00103,R414,Urban,D0466,811,35,0,846,Wallet,Delivered,29,5,0
O722244,11-01-2025,C06858,R034,Metropolitan,D1083,345,35,0,380,Wallet,Delivered,33,4,0
O722254,14-11-2024,C02501,R093,Semi-Urban,D0110,596,30,0,626,Card,Delivered,32,3,1
O722268,29-08-2024,C15344,R127,Metropolitan,D0540,457,35,0,492,Card,Delivered,29,3,1
O722285,30-08-2023,C20594,R203,Metropolitan,D0972,433,40,0,473,Card,Delivered,32,3,1
O722295,09-11-2024,C06631,R397,Urban,D0043,533,35,30,538,UPI,Returned,36,3,1
O722305,12-06-2025,C03281,R293,Semi-Urban,D0880,315,35,0,350,UPI,Delivered,37,4,0
O722312,30-03-2024,C11495,R463,Metropolitan,D0627,451,40,0,491,Card,Delivered,38,5,1
O722316,10-03-2025,C01242,R164,Semi-Urban,D0044,571,35,0,606,UPI,Delivered,41,3,1
O722319,25-02-2024,C00863,R410,Urban,D0984,426,40,0,466,Wallet,Cancelled,41,1,0
O722334,12-06-2025,C02487,R515,Semi-Urban,D0138,200,30,0,230,UPI,Delivered,42,4,0
O722335,07-07-2025,C04998,R002,Semi-Urban,D0993,509,30,0,539,Wallet,Delivered,30,5,1
O722354,01-01-2023,C12398,R353,Metropolitan,D0302,366,30,150,246,UPI,Delivered,42,2,0
O722360,30-12-2023,C04623,R468,Semi-Urban,D0820,346,35,30,351,UPI,Delivered,35,4,1
O722371,26-01-2023,C08089,R391,Urban,D0349,656,35,0,691,UPI,Delivered,42,4,0
O722380,03-06-2023,C04671,R502,Semi-Urban,D0376,482,30,100,412,Card,Delivered,32,4,0
O722388,06-07-2023,C01939,R076,Semi-Urban,D0676,289,35,0,324,Card,Delivered,36,4,1
O722396,01-03-2025,C12574,R390,Metropolitan,D0595,834,50,0,884,UPI,Delivered,35,4,1
O722398,17-04-2023,C00705,R257,Semi-Urban,D0565,609,30,0,639,UPI,Delivered,39,5,0
O722405,12-08-2024,C00361,R041,Semi-Urban,D0039,494,35,0,529,UPI,Delivered,41,5,1
O722412,05-02-2024,C15061,R387,Urban,D0156,591,40,0,631,UPI,Delivered,36,5,0
O722415,20-03-2025,C03574,R131,Semi-Urban,D0039,410,40,0,450,UPI,Delivered,37,4,1
O722416,08-08-2024,C21958,R288,Metropolitan,D1030,565,30,0,595,UPI,Returned,38,5,1
O722428,13-12-2024,C01316,R236,Semi-Urban,D0032,350,50,0,400,Cash,Delivered,35,4,1
O722440,08-02-2023,C07790,R079,Urban,D0584,200,40,0,240,Card,Delivered,39,3,0
O722451,21-05-2025,C00821,R297,Urban,D0315,498,35,0,533,Wallet,Delivered,36,5,0
O722454,04-11-2025,C02270,R176,Urban,D0949,614,40,0,654,UPI,Delivered,37,2,1
O722458,05-12-2024,C13151,R545,Urban,D0448,250,30,0,280,UPI,Delivered,34,5,1
O722464,25-04-2024,C03632,R007,Semi-Urban,D0462,512,35,150,397,UPI,Delivered,34,4,0
O722475,11-03-2025,C05201,R058,Urban,D0347,561,30,0,591,UPI,Delivered,33,5,1
O722489,24-06-2024,C01386,R181,Semi-Urban,D0697,237,40,0,277,Cash,Delivered,46,4,0
O722500,29-11-2024,C06220,R195,Metropolitan,D1073,269,30,0,299,UPI,Delivered,38,5,1
O722501,20-03-2024,C03209,R407,Semi-Urban,D0492,443,30,100,373,Wallet,Delivered,36,1,1
O722505,22-12-2023,C03077,R234,Semi-Urban,D0203,592,35,0,627,UPI,Cancelled,42,4,1
O722523,25-09-2025,C05894,R061,Semi-Urban,D0988,262,30,0,292,Card,Delivered,25,5,0
O722526,11-08-2024,C04705,R398,Semi-Urban,D0312,382,35,0,417,Card,Delivered,49,3,1
O722537,11-01-2025,C02256,R008,Urban,D0056,589,35,30,594,UPI,Delivered,33,4,0
O722550,21-06-2025,C09210,R446,Urban,D0394,606,35,0,641,Wallet,Delivered,29,4,0
O722574,16-02-2025,C14887,R250,Metropolitan,D0516,561,30,0,591,UPI,Delivered,31,5,0
O722582,23-04-2023,C21207,R261,Metropolitan,D0240,298,40,0,338,Wallet,Delivered,33,5,0
O722588,13-03-2024,C11247,R026,Urban,D0425,791,35,0,826,UPI,Delivered,38,5,1
O722591,03-06-2024,C00485,R467,Semi-Urban,D0760,284,30,150,164,Cash,Delivered,44,4,0
O722598,25-08-2025,C17965,R334,Metropolitan,D0253,604,40,0,644,Card,Delivered,45,3,1
O722629,15-01-2023,C03064,R007,Semi-Urban,D0009,377,30,0,407,UPI,Delivered,27,4,0
O722631,03-02-2023,C18509,R519,Metropolitan,D0652,200,30,100,130,UPI,Delivered,42,5,0
O722650,18-07-2024,C11142,R065,Metropolitan,D0744,780,30,0,810,UPI,Delivered,35,3,1
O722654,28-07-2023,C00097,R398,Semi-Urban,D0138,475,40,0,515,Card,Delivered,32,5,1
O722661,19-03-2023,C18491,R421,Metropolitan,D0002,472,30,0,502,Card,Delivered,25,4,1
O722669,11-08-2024,C01812,R501,Urban,D0543,397,40,0,437,UPI,Delivered,37,1,1
O722685,11-10-2025,C15738,R009,Metropolitan,D0596,648,35,0,683,UPI,Delivered,34,3,1
O722693,12-11-2025,C03544,R151,Semi-Urban,D0624,515,30,30,515,Card,Delivered,36,4,1
O722696,16-02-2025,C05061,R505,Urban,D0059,377,30,0,407,UPI,Delivered,41,4,0
O722697,24-11-2023,C06079,R031,Semi-Urban,D0186,749,30,0,779,UPI,Returned,34,4,1
O722699,29-12-2025,C04161,R189,Semi-Urban,D0268,473,30,0,503,Cash,Delivered,42,5,1
O722710,08-02-2025,C01297,R151,Semi-Urban,D0760,607,35,0,642,Card,Delivered,35,2,0
O722711,05-12-2024,C17129,R332,Urban,D0754,675,35,0,710,UPI,Delivered,39,4,1
O722742,04-12-2023,C03962,R145,Urban,D0625,200,35,0,235,Card,Delivered,33,5,1
O722762,22-03-2023,C09320,R151,Semi-Urban,D0412,661,30,0,691,UPI,Delivered,40,3,1
O722775,12-09-2023,C04274,R076,Semi-Urban,D0432,458,30,0,488,Wallet,Delivered,40,4,0
O722785,19-12-2023,C06304,R378,Urban,D0637,374,30,0,404,UPI,Delivered,40,4,1
O722793,08-07-2023,C06077,R093,Semi-Urban,D0138,591,40,0,631,UPI,Delivered,47,5,1
O722796,07-12-2023,C03071,R420,Urban,D0012,489,35,0,524,Wallet,Delivered,37,4,1
O722797,04-04-2025,C02259,R533,Semi-Urban,D0203,610,35,30,615,UPI,Delivered,38,4,0
O722832,07-12-2023,C04566,R151,Semi-Urban,D0776,685,30,0,715,Wallet,Delivered,37,4,1
O722837,09-08-2025,C07253,R384,Urban,D0609,722,40,0,762,Wallet,Delivered,30,2,1
O722845,25-07-2023,C05372,R509,Urban,D0053,850,40,0,890,UPI,Delivered,36,4,1
O722875,02-03-2025,C07355,R032,Urban,D0748,489,40,0,529,UPI,Delivered,35,3,1
O722883,07-05-2024,C15754,R249,Metropolitan,D0553,210,35,0,245,Cash,Delivered,37,3,0
O722904,11-05-2024,C03485,R059,Semi-Urban,D0180,631,50,0,681,UPI,Delivered,32,5,0
O722934,01-09-2025,C04671,R181,Semi-Urban,D0442,497,35,0,532,UPI,Delivered,37,4,0
